"Timestamp","Invn.Supplies","Invn.MedSupplies","Invn.Medications","Invn.Urgent"
2014-05-30 11:47:00,NA,"Paper Towels, Greater variety of wet food (only have pedigree now)","Cefazolin/Ampicillin",NA
2014-05-30 22:28:00,NA,"Paper Towels, Human Water Bottles, People Snacks","None",NA
2014-05-31 14:31:00,NA,"Canned food, Paper Towels, Human Water Bottles, 60 cc syringes","None",NA
2014-05-31 21:41:00,NA,"Dry Puppy Food, Human Water Bottles, People Snacks, 60cc syringes","Famotidine",NA
2014-06-01 11:45:00,NA,"Dry Puppy Food, Paper Towels, Human Water Bottles, People Snacks, 60cc syringes","Famotidine, Doxycycline tabs, Metronidazole tabs",NA
2014-06-02 13:45:00,NA,"Paper Towels, 60 CC Syringes","Ondansetron, Famotidine",NA
2014-06-03 11:27:00,NA,"Paper Towels, Parvo Tests","Famotidine",NA
2014-06-04 11:29:00,NA,"Paper Towels, 1cc Syringes, Vet wrap, Parvo Tests","Metronidazole tabs",NA
2014-06-04 19:53:00,NA,"Paper Towels","Ondansetron, Famotidine, Doxycycline liquid, Metronidazole tabs, Metronidazole liquid, Cerenia Suspension",NA
2014-06-05 10:24:00,NA,"Paper Towels, Chicken Sticks","Ondansetron, Famotidine, Doxycycline tabs, Cerenia Suspension",NA
2014-06-05 22:04:00,NA,"Paper Towels, Human Water Bottles, People Snacks","Doxycycline tabs",NA
2014-06-06 15:16:00,NA,"Turkey, Paper Towels, Bleach, 1cc Syringes, Human Water Bottles, People Snacks","Baytril, Hetastarch, Ondansetron",NA
2014-06-06 20:30:00,NA,"Turkey, Paper Towels, Human Water Bottles, None","None",NA
2014-06-07 09:32:00,NA,"Paper Towels","None",NA
2014-06-07 20:23:00,NA,"Paper Towels","Baytril, Ondansetron, Famotidine",NA
2014-06-08 09:58:00,NA,"Paper Towels, Bleach, Human Water Bottles, People Snacks","Baytril, Ondansetron, Famotidine",NA
2014-06-08 22:13:00,NA,"Turkey, Paper Towels, Bleach","None",NA
2014-06-09 11:00:00,NA,"Turkey, Bleach","Baytril, IV Lines (with port + screw), Ondansetron, Famotidine, Bordatella Vaccines",NA
2014-06-09 22:14:00,NA,"1cc Syringes, 18 G Needles, Human Water Bottles, People Snacks","Baytril, IV Lines (with port + screw), Hetastarch, Ondansetron, Famotidine",NA
2014-06-10 10:58:00,NA,"Turkey, Bleach","Baytril, Hetastarch",NA
2014-06-10 21:35:00,NA,"None","IV Lines (with port + screw)",NA
2014-06-11 12:39:00,NA,"Paper Towels","Cefazolin/Ampicillin, Hetastarch, Ondansetron, Famotidine, DAPP Vaccines, 2 DAPP vx left",NA
2014-06-11 21:37:00,NA,"Turkey, Bleach, Chicken Sticks","DAPP Vaccines",NA
2014-06-12 12:58:00,NA,"Turkey","Cefazolin/Ampicillin, Ondansetron, Famotidine, DAPP Vaccines",NA
2014-06-13 22:14:00,NA,"Gloves - small, Gloves - medium, Turkey","Baytril",NA
2014-06-14 11:26:00,NA,"Turkey, Baby Food, Bleach, 22G Needles, Chicken Sticks","Famotidine, new sharps container",NA
2014-06-14 21:52:00,NA,"Turkey, Baby Food, Gloves - medium, Laundry Detergent, Vet wrap, Sharps Container","Famotidine",NA
2014-06-15 11:40:00,NA,"Turkey, Baby Food, Gloves - small, Gloves - medium, Laundry Detergent, Bleach, Vet wrap","Famotidine",NA
2014-06-15 20:54:00,NA,"Turkey, Catheter tape, Vet wrap, Chicken Sticks","Reglan, Ondansetron, iv famotadine",NA
2014-06-16 15:36:00,NA,"Turkey, Dry Puppy Food, Gloves - medium, Laundry Detergent, Bleach, Vet wrap, Parvo Tests, Chicken Sticks","Famotidine, Anzemet",NA
2014-06-16 22:04:00,NA,"Turkey, Gloves - medium, Bleach, 22G Needles","Dextrose",NA
2014-06-17 11:17:00,NA,"Garbage Bags","None",NA
2014-06-17 21:56:00,NA,"Bleach, 22G catheters, Chicken Sticks","IV Lines (with port + screw), Ondansetron, Famotidine",NA
2014-06-18 12:15:00,NA,"Turkey, Dry Puppy Food, Paper Towels, Toilet Paper, Gloves - medium, Bleach","None",NA
2014-06-18 21:34:00,NA,"Toilet Paper, Gloves - small, Gloves - medium, 22G Needles","None",NA
2014-06-19 10:25:00,NA,"Toilet Paper, 22G catheters, Cotton Balls","IV Lines (with port + screw)",NA
2014-06-19 22:34:00,NA,"Paper Towels, Toilet Paper","IV Lines (with port + screw)",NA
2014-06-20 10:27:00,NA,"Turkey, Paper Towels, Toilet Paper","Baytril, IV Lines (with port + screw)",NA
2014-06-20 20:54:00,NA,"Turkey, Dry Puppy Food, Paper Towels, Chicken Sticks","Baytril",NA
2014-06-21 11:06:00,NA,"None","None",NA
2014-06-21 23:29:00,NA,"Canned food, 22G Needles, Hydrogen peroxide","Baytril",NA
2014-06-22 12:00:00,NA,"None","Baytril, Baytril a little less than half full",NA
2014-06-22 21:33:00,NA,"Canned food, Parvo Tests","Baytril, Cefazolin/Ampicillin, Hetastarch, Dextrose, Ondansetron, Panacur (general dewormer), Bordatella Vaccines, DAPP Vaccines, Baytril Tabs, large baytril tabs, we have plenty of the 22s still",NA
2014-06-23 12:32:00,NA,"None","None",NA
2014-06-23 22:19:00,NA,"Toilet Paper, 10cc Syringes, 20G catheters, non-Pedigree wet food","Cefazolin/Ampicillin, Hetastarch",NA
2014-06-24 13:00:00,NA,"Canned food, Baby Food","None",NA
2014-06-24 22:24:00,NA,"20G catheters, 22G Needles, Hand Soap","Reglan, IV Lines (with port + screw)",NA
2014-06-25 14:30:00,NA,"Canned food, 10cc Syringes, 20G catheters, Chicken Sticks, Only a hand full of 20g catheters left","IV Lines (with port + screw), Cefazolin/Ampicillin, Famotidine",NA
2014-06-25 21:27:00,NA,"Toilet Paper, 10cc Syringes, Vet wrap, 60cc syringes","Famotidine, Metronidazole liquid",NA
2014-06-26 13:18:00,NA,"Variety Canned food, Toilet Paper, 10cc Syringes, 20G catheters","Reglan, Ondansetron, Famotidine, Anzemet, Metronidazole liquid, Can we have a small refill in our exisintg metro bottle?",NA
2014-06-26 22:16:00,NA,"None","None",NA
2014-06-27 16:13:00,NA,"Toilet Paper, Laundry Detergent","KCL",NA
2014-06-27 22:03:00,NA,"None","None",NA
2014-06-28 14:19:00,NA,"Turkey, Hand Soap, Chicken Sticks","None",NA
2014-06-28 23:40:00,NA,"22G Needles, Human Water Bottles","Doxycycline tabs, Doxycycline liquid, It looks like we have 3/4 of a bottle of Baytril",NA
2014-06-29 12:28:00,NA,"22G Needles, People Snacks","KCL",NA
2014-06-29 23:40:00,NA,"22G Needles, Chicken Sticks","Hetastarch, KCL, Doxycycline liquid, Azithromycin tablets",NA
2014-06-30 23:34:00,NA,"Variety Canned food, Critical care or Recovery food, Paper Towels, Toilet Paper, Bleach, 22G Needles, Chicken Sticks","IV Lines (with port + screw), Hetastarch, Ondansetron, Famotidine, Anzemet, KCL, Carafate/Sucralfate tabs",NA
2014-07-01 14:16:00,NA,"Human Water Bottles","KCL",NA
2014-07-01 21:11:00,NA,"Paper Towels, Bleach, Chicken Sticks, People Snacks","IV Lines (with port + screw), Doxycycline liquid, Carafate/Sucralfate tabs, Bordatella Vaccines, DAPP Vaccines",NA
2014-07-02 15:10:00,NA,"Variety Canned food, Critical care or Recovery food","Baytril, Ondansetron, Anzemet, Carafate/Sucralfate tabs",NA
2014-07-02 22:09:00,NA,"Variety Canned food, Paper Towels, Toilet Paper, Chicken Sticks","Doxycycline liquid, Bordatella Vaccines, DAPP Vaccines",NA
2014-07-03 11:41:00,NA,"Variety Canned food","None",NA
2014-07-03 22:03:00,NA,"Variety Canned food, Critical care or Recovery food, Paper Towels, Toilet Paper, Chicken Sticks","Ondansetron, Famotidine, Anzemet",NA
2014-07-04 11:40:00,NA,"Variety Canned food, Critical care or Recovery food, Paper Towels, Toilet Paper, Gloves - small, Garbage Bags, Human Water Bottles, Cotton Balls, Chicken Sticks","Ondansetron, Famotidine, Anzemet",NA
2014-07-04 22:16:00,NA,"Variety Canned food, Paper Towels, Toilet Paper, Bleach, Chicken Sticks","Ondansetron, Famotidine, Anzemet, Doxycycline liquid",NA
2014-07-05 12:31:00,NA,"Variety Canned food, Paper Towels, Toilet Paper, Bleach, 18 G Needles, Hydrogen peroxide","None",NA
2014-07-05 21:59:00,NA,"Human Water Bottles, People Snacks","Doxycycline liquid",NA
2014-07-06 11:05:00,NA,"None","LRS",NA
2014-07-06 20:53:00,NA,"Bleach","Famotidine, Doxycycline liquid, Marquis Paste, Azithromycin",NA
2014-07-07 11:16:00,NA,"None","LRS, IV Lines (with port + screw), Buprenex, KCL",NA
2014-07-07 21:44:00,NA,"None","Buprenex, KCL",NA
2014-07-08 13:00:00,NA,"None","None",NA
2014-07-08 20:19:00,NA,"None","LRS",NA
2014-07-09 11:09:00,NA,"Chicken Sticks","Panacur (general dewormer), Marquis Paste",NA
2014-07-09 20:19:00,NA,"None","Baytril, Zithromax",NA
2014-07-10 12:53:00,NA,"Laundry Detergent, 3cc Syringes, Parvo Tests","Reglan, Anzemet",NA
2014-07-11 10:29:00,NA,"Laundry Detergent, 3cc Syringes, Parvo Tests","Ondansetron",NA
2014-07-11 21:03:00,NA,"None","None",NA
2014-07-12 10:26:00,NA,"Laundry Detergent, People Snacks","None",NA
2014-07-12 20:36:00,NA,"None","Did we ever get Marquis Paste? I know there was a conversation about it and the jar is low.",NA
2014-07-13 13:09:00,NA,"People Snacks","None",NA
2014-07-13 20:57:00,NA,"None","None",NA
2014-07-14 11:53:00,NA,"22G Needles, People Snacks","Marquis Paste",NA
2014-07-14 21:03:00,NA,"None","Anzemet",NA
2014-07-15 13:34:00,NA,"Turkey","Ondansetron, Famotidine, Anzemet, Marquis Paste",NA
2014-07-15 20:01:00,NA,"None","None",NA
2014-07-16 11:10:00,NA,"Human Water Bottles, People Snacks","Anzemet",NA
2014-07-16 20:25:00,NA,"Laundry Detergent, Human Water Bottles, People Snacks","Marquis Paste",NA
2014-07-17 12:18:00,NA,"Laundry Detergent, People Snacks","Anzemet",NA
2014-07-17 22:36:00,NA,"We might need some more wet food soon.","We have around 1/2 a bottle of Baytril left.",NA
2014-07-18 13:10:00,NA,"Human Water Bottles, People Snacks","Baytril, Marquis Paste",NA
2014-07-18 23:22:00,NA,"3cc Syringes, Human Water Bottles, Trifectant Powder, People Snacks","Ondansetron, Anzemet, Doxycycline liquid",NA
2014-07-19 12:32:00,NA,"None","Ondansetron, Anzemet",NA
2014-07-19 21:10:00,NA,"Variety Canned food, Paper Towels, Laundry Detergent, Human Water Bottles, People Snacks, catheter caps","Baytril, Anzemet",NA
2014-07-20 12:18:00,NA,"Baby Food, Paper Towels, Laundry Detergent, 10cc Syringes, 22G Needles, Human Water Bottles, Parvo Tests, People Snacks","Baytril, 10 cc syringes",NA
2014-07-20 20:32:00,NA,"3cc Syringes, 22G Needles","Metronidazole tabs, Metronidazole liquid",NA
2014-07-21 21:23:00,NA,"Paper Towels","None",NA
2014-07-22 12:20:00,NA,"Variety Canned food, Vet wrap, Human Water Bottles, People Snacks","Reglan, Ondansetron, Famotidine, Anzemet",NA
2014-07-22 20:26:00,NA,"Turkey, Variety Canned food, Baby Food, Paper Towels, Catheter caps, Human Water Bottles, People Snacks","Ondansetron, Famotidine, Anzemet",NA
2014-07-23 12:17:00,NA,"Variety Canned food, Baby Food, Vet wrap, Catheter caps, Human Water Bottles, People Snacks","Reglan, Ondansetron, Famotidine, Anzemet",NA
2014-07-23 20:52:00,NA,"Paper Towels","LRS, Metronidazole liquid",NA
2014-07-24 10:28:00,NA,"Baby Food","None",NA
2014-07-24 21:03:00,NA,"Baby Food, Vet wrap","Baytril, Reglan",NA
2014-07-25 11:31:00,NA,"Baby Food, Laundry Detergent","None",NA
2014-07-25 20:45:00,NA,"None","Baytril, IV Lines (with port + screw), Ondansetron, Famotidine, Anzemet, Metronidazole liquid",NA
2014-07-26 10:07:00,NA,"None","Ondansetron, Anzemet, Metronidazole liquid",NA
2014-07-26 20:56:00,NA,"Toilet Paper, Laundry Detergent, Trifectant Powder","Baytril, IV Lines (with port + screw), Ondansetron, Famotidine, Anzemet, KCL, Metronidazole liquid",NA
2014-07-27 10:18:00,NA,"Baby Food, Gloves - medium, Vet wrap","Baytril, IV Lines (with port + screw), Ondansetron, Famotidine, Anzemet, KCL, Metronidazole liquid",NA
2014-07-27 21:17:00,NA,"Baby Food, TP","IV Lines (with port + screw), Ondansetron, Famotidine, Anzemet, KCL",NA
2014-07-28 14:17:00,NA,"Baby Food","Baytril, IV Lines (with port + screw), Ondansetron, Famotidine, Anzemet, Sharps Box",NA
2014-07-28 21:45:00,"Baby Food","IV Pumps - we only have one spare since others are out of comission currently","None",NA
2014-07-29 09:37:00,"Baby Food","IV Lines","LRS, KCL, Metronidazole tabs",NA
2014-07-29 20:33:00,"Baby Food, Paper Towels, Laundry Detergent","Vet wrap","Hetastarch, Ondansetron, Famotidine, Anzemet","Very low on detergent. We have 7 dogs on hetastarch, so it's being used quickly now. "
2014-07-30 13:30:00,"Laundry Detergent","Vet wrap","None",NA
2014-07-30 21:21:00,"Paper Towels, Laundry Detergent","None","None","detergent-not much left in last box"
2014-07-31 12:45:00,"Laundry Detergent","20G catheters, Sharps Bin","Baytril, Hetastarch, Ondansetron, Famotidine, Anzemet, DAPP Vaccines","detergent, only 4 DAPP vx left, 15 22 gauge catheters left"
2014-07-31 22:56:00,"Baby Food, Laundry Detergent","Sharps Container","Baytril, Ondansetron, Anzemet",NA
2014-08-01 13:19:00,"Baby Food, Laundry Detergent, Out of detergent!!!","None","Reglan, Ondansetron, Anzemet",NA
2014-08-01 21:07:00,"Laundry Detergent","None","None","ok, seriously, laundry detergent"
2014-08-02 13:49:00,"Human Water Bottles","None","LRS, LRS is getting low, but not critical. We have a lot of big dogs getting large amounts of fluid, though. ",NA
2014-08-02 21:12:00,"None","None","Marquis Paste",NA
2014-08-03 11:57:00,"None","Marquis Paste is getting al little low. There should be enough for Kimchi's dose tonight but I'm not sure there will be enough for her last dose tomorrow night. ","None",NA
2014-08-03 20:27:00,"Baby Food, Hand Soap","3cc Syringes, IV Lines","Doxycycline liquid",NA
2014-08-04 12:32:00,"Variety Canned food","3cc Syringes, IV Lines, Catheter tape, Trifectant Powder","Reglan, LRS, Ondansetron, Famotidine, Anzemet, KCL","IV Lines

We're going through everything really quickly because we have so many big dogs. We're going through about 20 mL of baytril a day right now, so we have about two weeks worth at our current rate.  "
2014-08-04 21:37:00,"None","IV Lines","KCL, Doxycycline liquid",NA
2014-08-05 20:59:00,"Variety Canned food, Dry Puppy Food, Baby Food","IV Lines","Reglan, KCL, Baytril Tabs","Reglan, KCL, IV lines"
2014-08-06 13:38:00,"Dry Puppy Food","3cc Syringes, Catheter tape, 22G Needles, Parvo Tests, Trifectant Powder","Reglan, LRS, Cefazolin/Ampicillin, Ondansetron, Famotidine, Anzemet, KCL, Baytril Tabs, Pepcid 10mg","Reglan, Famotidine 10mg, We're using a ton of KCL so more of that soon (going through ~80mL of it per day)9
"
2014-08-07 12:43:00,"Turkey, Variety Canned food, Dry Puppy Food, Baby Food, Chicken Sticks","3cc Syringes, Catheter tape, Trifectant Powder, Iodine","Reglan, Cefazolin/Ampicillin, Famotidine, Anzemet, KCL","3 cc needles- opened the last box

We got 2 new bottles of Reglan but we will probably use them pretty quickly. "
2014-08-07 22:11:00,"Variety Canned food, Dry Puppy Food, Baby Food, Chicken Sticks","3cc Syringes","None","3 cc syringes"
2014-08-08 21:14:00,"Turkey, Variety Canned food, Dry Puppy Food, Baby Food, Chicken Sticks","3cc Syringes","Famotidine, Anzemet",NA
2014-08-09 10:57:00,"Turkey, Variety Canned food, Chicken Sticks","3cc Syringes","Famotidine, Anzemet","3 cc syringes, canned food, chicken stick for oneill"
2014-08-09 20:15:00,"Turkey, Variety Canned food, Chicken Sticks","3cc Syringes, IV Lines, 20G catheters","LRS, Famotidine, Doxycycline tabs, Doxycycline liquid","Canned food! We have a couple cans left, but that's not going to last with big dogs being picky!"
2014-08-10 12:02:00,"Gloves","3cc Syringes, IV Lines, 20G catheters","Ondansetron, Famotidine, Doxycycline tabs, Doxycycline liquid",NA
2014-08-10 21:15:00,"Turkey, Variety Canned food, Chicken Sticks, Gloves","3cc Syringes, IV Lines, 20G catheters, 18 G Needles","Ondansetron, Famotidine, Doxycycline tabs, Doxycycline liquid","3cc syringes"
2014-08-11 14:35:00,"Turkey, Variety Canned food, Chicken Sticks","3cc Syringes, Alpha-track 2 glucose strips- out","Famotidine, Anzemet, KCL","Canned food, we have enough KCl for 10 bags (we're using ~3 a day), 3 cc syringes, alpha-track 2 test strips- we're out
"
2014-08-11 20:40:00,"Gloves, None","None","Metronidazole liquid",NA
2014-08-12 10:45:00,"Garbage Bags, People Snacks","3cc Syringes, 10cc Syringes","LRS, Famotidine, Anzemet, KCL, Metronidazole liquid","3 cc syringes"
2014-08-12 20:28:00,"Turkey, Chicken Sticks, Gloves, Kitten food","3cc Syringes, 10cc Syringes, 20G catheters, 22G Needles","Reglan, Ondansetron, Famotidine, KCL, Doxycycline tabs, Doxycycline liquid, Metronidazole liquid","3cc and 10cc syringes! and kitten food

we have 2 bottles of Reglan left, but we seem to be going through it pretty quickly"
2014-08-13 11:05:00,"Turkey, Chicken Sticks, Paper Towels, Bleach, Garbage Bags, People Snacks","3cc Syringes, 10cc Syringes, PCV tubes, PCV tube holders (they all have blood in them so the tubes stick)","Famotidine, Anzemet, KCL, Metronidazole tabs, Metronidazole liquid, Sterile water bag for diluting ampicillin, polyflex, etc. ","10 cc syringes, KCl"
2014-08-13 20:33:00,"Turkey","None","None",NA
2014-08-14 10:39:00,"Turkey, Chicken Sticks, Paper Towels, Bleach, Garbage Bags, People Snacks","3cc Syringes, 10cc Syringes","Baytril, Reglan, Cefazolin/Ampicillin, Famotidine, Anzemet, KCL, Metronidazole tabs, Metronidazole liquid","3 cc syringes, KCL"
2014-08-14 22:46:00,"People Snacks","None","Baytril, Famotidine, Anzemet, Metronidazole tabs, Metronidazole liquid",NA
2014-08-15 11:09:00,"Turkey, Chicken Sticks, Bleach, People Snacks","22G Needles, None","Baytril, Metronidazole tabs, Metronidazole liquid",NA
2014-08-15 19:40:00,"None","10cc Syringes","Metronidazole liquid",NA
2014-08-16 09:46:00,"Turkey, Variety Canned food, Chicken Sticks","None","Metronidazole liquid",NA
2014-08-16 20:19:00,"Variety Canned food","10cc Syringes","Anzemet, Metronidazole tabs, Metronidazole liquid","Metronidazole liquid (not using a lot but we are pretty much out of it)"
2014-08-17 09:14:00,"Turkey, could use some more wet food","10cc Syringes","Anzemet, Metronidazole liquid",NA
2014-08-17 20:31:00,"Chicken Sticks, None","10cc Syringes","Metronidazole liquid","We are pretty much out of Metronidazole liquid"
2014-08-18 08:57:00,"Turkey, Variety Canned food, Chicken Sticks, Toilet Paper, Paper Towels, Bleach, Garbage Bags, People Snacks","None","Reglan, Doxycycline liquid, Metronidazole tabs, Metronidazole liquid",NA
2014-08-18 20:07:00,"Turkey, Variety Canned food, Chicken Sticks, Toilet Paper, Paper Towels, Bleach, Garbage Bags, People Snacks","10cc Syringes","Famotidine, Anzemet, Doxycycline tabs, Doxycycline liquid, Metronidazole liquid","Turkey, paper towels, bleach"
2014-08-19 10:51:00,"None","10cc Syringes","Reglan, Metronidazole liquid",NA
2014-08-19 20:51:00,"Toilet Paper","None","LRS, Metronidazole tabs, Metronidazole liquid",NA
2014-08-20 10:01:00,"Variety Canned food, Chicken Sticks, Toilet Paper, Paper Towels, Bleach","None","Heparin",NA
2014-08-20 21:00:00,"Variety Canned food, Baby Food, Chicken Sticks, Toilet Paper, Paper Towels","None","Reglan, Dextrose, Ondansetron",NA
2014-08-21 10:45:00,"Turkey, Variety Canned food, Chicken Sticks, Paper Towels, Bleach, Garbage Bags, People Snacks","1cc Syringes, 10cc Syringes, PCV Tube holders- all of ours have blood in them and are not usable","Reglan, LRS, Famotidine, Anzemet","PCV tube holders"
2014-08-21 20:24:00,"Variety Canned food","10cc Syringes","Reglan, LRS, Anzemet, Metronidazole liquid",NA
2014-08-22 12:20:00,"Variety Canned food, Chicken Sticks, Paper Towels, Garbage Bags, The clinic let us have some wet dog food, but we still only have 4-5 cans","None","Reglan, Famotidine, Anzemet, Metronidazole liquid, PCV Tube Holders","PCV tube holders, Reglan"
2014-08-22 21:22:00,"Variety Canned food","None","Reglan, Cefazolin/Ampicillin",NA
2014-08-23 12:30:00,"Variety Canned food, Chicken Sticks","None","None",NA
2014-08-23 20:42:00,"Chicken Sticks, Toilet Paper, Paper Towels, Bleach","1cc Syringes, 10cc Syringes, IV Lines","Reglan, Cefazolin/Ampicillin, Hetastarch, Famotidine, Anzemet, Metronidazole liquid","10 cc syringes"
2014-08-24 11:39:00,"Chicken Sticks, Toilet Paper, Paper Towels, Bleach","1cc Syringes, 10cc Syringes, IV Lines","Reglan, Cefazolin/Ampicillin, Hetastarch, Famotidine, Anzemet, Metronidazole liquid",NA
2014-08-24 21:14:00,"Critical care or Recovery food, Bleach","1cc Syringes, IV Lines","Reglan, Cefazolin/Ampicillin",NA
2014-08-25 11:36:00,"Turkey, Critical care or Recovery food, Toilet Paper, Paper Towels, Laundry Detergent, Bleach, Garbage Bags, People Snacks","1cc Syringes, IV Lines","Cefazolin/Ampicillin, Hetastarch",NA
2014-08-25 20:28:00,"Turkey, Critical care or Recovery food, Chicken Sticks, Toilet Paper, Paper Towels, Laundry Detergent, Garbage Bags, Human Water Bottles, People Snacks","IV Lines","Reglan, Cefazolin/Ampicillin, Hetastarch, KCL, Metronidazole liquid","Cefazolin/ampicillin"
2014-08-26 09:39:00,"Turkey, Critical care or Recovery food, Chicken Sticks, Toilet Paper, Paper Towels, Human Water Bottles, People Snacks","IV Lines","Reglan, Cefazolin/Ampicillin","We only have two unopened bottles of cefazolin left!"
2014-08-26 20:07:00,"Critical care or Recovery food, Paper Towels","None","None",NA
2014-08-27 13:04:00,"Turkey, Critical care or Recovery food, Chicken Sticks, Toilet Paper, Paper Towels, Laundry Detergent, Bleach, Garbage Bags, Human Water Bottles, People Snacks","10cc Syringes","Metronidazole liquid","10 cc syringes, we don't have any sterile ones and only 3 for oral use to feed the kittens. "
2014-08-27 20:15:00,"None","10cc Syringes","Metronidazole liquid",NA
2014-08-28 10:10:00,"Turkey, Chicken Sticks, Toilet Paper, Laundry Detergent, Bleach, Garbage Bags, Human Water Bottles, People Snacks","Parvo Tests","Metronidazole liquid",NA
2014-08-28 20:03:00,"None","10cc Syringes","None",NA
2014-08-29 09:36:00,"Turkey, Chicken Sticks, Toilet Paper, Laundry Detergent, Bleach, Human Water Bottles, People Snacks","10cc Syringes, 22G catheters","KCL, Metronidazole liquid","Half a box of detergent left, pretty low on bleach."
2014-08-29 19:42:00,"Toilet Paper, Paper Towels, Laundry Detergent, Bleach, People Snacks","10cc Syringes, 22G catheters","KCL, Metronidazole liquid","Half a box of laundry detergent"
2014-08-30 09:42:00,"Toilet Paper, Paper Towels, Laundry Detergent, Bleach, People Snacks","10cc Syringes, 22G catheters","KCL, Metronidazole liquid",NA
2014-08-30 19:32:00,"Turkey, Chicken Sticks, Toilet Paper, Paper Towels, Laundry Detergent, Bleach, Human Water Bottles, People Snacks","10cc Syringes, 22G catheters","Famotidine, KCL, Metronidazole liquid","Bleach, laundry detergent, paper towels, toilet paper;
KCl, 10cc syringes (or anything bigger than 3ccs that can be used for injections)"
2014-08-31 09:19:00,"Bleach, Human Water Bottles","None","None",NA
2014-08-31 21:34:00,"Turkey, Critical care or Recovery food, Chicken Sticks, Human Water Bottles, People Snacks","3cc Syringes, 10cc Syringes, Vet wrap","KCL, Doxycycline liquid, Metronidazole liquid",NA
2014-09-01 09:17:00,"Chicken Sticks, Human Water Bottles, People Snacks","3cc Syringes, 22G catheters, Parvo Tests","KCL",NA
2014-09-01 19:54:00,"Laundry Detergent, Bleach","10cc Syringes, Parvo Tests","Baytril, KCL, Metronidazole liquid",NA
2014-09-02 09:26:00,"Bleach, Human Water Bottles, People Snacks","3cc Syringes, 10cc Syringes, Parvo Tests","Baytril, KCL","Baytril, 3 cc syringes"
2014-09-02 19:12:00,"Bleach, Human Water Bottles, People Snacks","3cc Syringes, Parvo Tests","Baytril",NA
2014-09-03 08:30:00,"None","None","None",NA
2014-09-03 20:44:00,"Chicken Sticks, Bleach, Human Water Bottles, People Snacks","10cc Syringes","Baytril","bleach"
2014-09-04 08:44:00,"People Snacks","None","None",NA
2014-09-04 19:10:00,"Dry Puppy Food","None","None",NA
2014-09-05 10:04:00,"Bleach, Human Water Bottles, People Snacks","None","None",NA
2014-09-05 20:05:00,"Bleach, Human Water Bottles, People Snacks","None","None",NA
2014-09-06 09:43:00,"Turkey, Dry Puppy Food, Human Water Bottles, People Snacks","None","None",NA
2014-09-06 21:00:00,"Bleach, Human Water Bottles, People Snacks","None","None",NA
2014-09-07 10:35:00,"Human Water Bottles, People Snacks","None","None",NA
2014-09-07 22:41:00,"Human Water Bottles, People Snacks","None","Morphine for Felicia- new bottle or known amount so we can start logging it. We have ~.05 mL left.","Morphine
"
2014-09-08 10:39:00,"Dry Puppy Food, Human Water Bottles, People Snacks","None","None",NA
2014-09-08 20:40:00,"Human Water Bottles, Hand Soap, People Snacks","None","Cefazolin/Ampicillin","Hand soap- very low, softsoap is almost out and the other big bottle down there is shampoo. 

We have 6 unopened bottles of cefazolin which is enough for now but won't last if we get a big dog. 
"
2014-09-09 10:21:00,"Hand Soap","None","None","Hand soap "
2014-09-09 19:28:00,"Hand Soap","None","None",NA
2014-09-10 09:51:00,"Human Water Bottles, Hand Soap, People Snacks","None","None","alpha-track 2 strips, 2 strips left"
2014-09-10 21:25:00,"Human Water Bottles, People Snacks","None","None",NA
2014-09-11 08:28:00,"None","None","None",NA
2014-09-11 19:36:00,"None","None","None",NA
2014-09-12 09:30:00,"None","None","None",NA
2014-09-12 20:40:00,"None","None","None",NA
2014-09-13 11:19:00,"None","None","None",NA
2014-09-13 21:21:00,"None","None","None",NA
2014-09-14 09:00:00,"None","None","None",NA
2014-09-14 20:12:00,"None","None","None",NA
2014-09-15 08:58:00,"None","None","None",NA
2014-09-15 19:47:00,"Human Water Bottles","None","None",NA
2014-09-16 08:58:00,"None","None","None",NA
2014-09-16 19:09:00,"Turkey, Human Water Bottles, People Snacks","None","None",NA
2014-09-17 09:05:00,"Turkey, Human Water Bottles, People Snacks","None","None",NA
2014-09-17 20:06:00,"Turkey, Human Water Bottles, People Snacks","None","None",NA
2014-09-18 09:03:00,"None","None","None",NA
2014-09-18 21:09:00,"None","None","Sterile water bag for diluting ampicillin, polyflex, etc. ",NA
2014-09-19 09:31:00,"Human Water Bottles, People Snacks","None","None",NA
2014-09-19 19:49:00,"None","None","None",NA
2014-09-20 09:13:00,"None","None","None",NA
2014-09-20 20:10:00,"None","None","None",NA
2014-09-21 09:35:00,"None","None","Baytril",NA
2014-09-21 20:33:00,"None","None","None",NA
2014-09-22 10:32:00,"None","None","LRS","We have 3 bags of LRS left for SQ and about 10 bags of normasol for IV, so we could use more fluids. We have plenty of fluids with dextrose added, but none of the dogs are on dextrose right now. "
2014-09-22 20:24:00,"None","None","LRS",NA
2014-09-23 19:32:00,"Turkey","None","None",NA
2014-09-24 10:52:00,"None","None","Hetastarch, Famotidine","Hetastarch- 6 bags left, Katniss is getting 450 mL twice a day, though she's getting better. "
2014-09-24 20:56:00,"Gloves","None","Reglan, Hetastarch",NA
2014-09-25 10:33:00,"None","None","Metronidazole liquid",NA
2014-09-25 21:55:00,"None","None","None",NA
2014-09-26 11:07:00,"None","None","None",NA
2014-09-26 19:56:00,"Turkey","22G catheters, 20G catheters, Vet wrap","Metronidazole liquid",NA
2014-09-27 09:44:00,"None","22G catheters, Vet wrap","None",NA
