"Timestamp","Vol2","Dsc.Detail","Questions","Additional","Catheters"
2014-05-01 11:55:00,NA,NA,NA,NA,"None"
2014-05-01 22:06:00,NA,NA,NA,NA,NA
2014-05-02 11:57:00,NA,"barbuda...passed overnight :(",NA,"Nipuni thinks it might be a good idea to buy pre grilled frozen chicken cutlets (HEB carries some) so we can store in the freezer and heat up in the microwave.  Maybe also some salt or seasoning to flavor it for them. I will try and get a link and post it on the facebook page.
Kitties are doing well","Antigua....was not connected and cath blew so we replaced
MJ...cath removed...blew during bolus but she is eating for now.
Abel's is starting to look if'y but still flushing"
2014-05-02 22:47:00,NA,NA,NA,"One unopened box of 1 cc syringes left. Please keep an eye on our supplies of LRS and hetastarch. We have about 1.5 boxes of LRS (including the ones in the bins we pull from) and 12 bags of hetastarch but we have two big dogs, and Abel is going through more than a bag of hetastarch and 2 liters of LRS a day. We're totally out of people snacks.

We're using a big bottle of cefazolin that takes a while to thaw, Dr. Barz said it's OK to let it sit in a bowl of warm water to speed the process up.  ","Sam Spade- right front
Abel- replaced in left front"
2014-05-03 10:51:00,NA,NA,NA,"One load of laundry to wash, one to dry left.  Got all the clean scrubs/towels folded and put away.  Thanks to all who washed them!",NA
2014-05-03 21:22:00,NA,NA,NA,"We've got about 3 jars of baby food left, and we're going through fluids and lines like crazy! There's only 1 60cc syringe and 1 box of 1cc syringes left.

There's about 10 unopened bags of hetastarch left.

Please remember to check your pockets before putting scrubs in the hamper!",NA
2014-05-04 11:06:00,NA,NA,NA,"Our sharps container is almost over flowing",NA
2014-05-04 22:57:00,NA,NA,NA,"We're going through supplies fast, please check inventory thoroughly every shift!!
","Theoden"
2014-05-05 11:15:00,NA,NA,NA,"Antigua and Sam Spade both need a new catheter placed this afternoon",NA
2014-05-05 21:53:00,NA,NA,NA,NA,"Abel, back right leg"
2014-05-06 11:09:00,NA,NA,NA,"We are completely out of Famotidine and Anezmet. Three dogs are currently on them so we need them ASAP

Also we only have one can of baby food left and no chicken sticks",NA
2014-05-06 21:23:00,NA,NA,NA,NA,NA
2014-05-07 14:12:00,NA,NA,NA,"Breanne brought in chicken breast from the frozen section of the grocery store and its been a huge hit with all the pups here!

Please make sure you flush all chunks of poop in the toilet and don't leave it on the towels with the laundry! There were lots of chunks in the laundry bin when i was doing laundry today. Laundry is caught up but there is a few more loads to dry, and one to fold. yay!","Theoden"
2014-05-08 12:57:00,NA,NA,NA,NA,"Snoopy- New intake. Front right
Amelia- Front Right
KP- front right
Cisco- Back right
Ayari is  the great catheter machine!! "
2014-05-08 22:41:00,NA,NA,NA,"We're completely out of dry food.

There's a deceased puppy in the freezer, can someone bring her out please? 

We finished with normal stuff at and could have left at 9:30, but then we had to wait for the intake because bad weather made the drive much longer than normal. And then the intake was fiesty.",NA
2014-05-09 13:49:00,NA,NA,NA,"We have 1/2 bottle baytrl left but we're burning through it pretty fast with the big dogs!","Lunita, Chareth"
2014-05-09 22:20:00,NA,NA,NA,"Scrubs can be worn more than once if not really soiled/dirty.",NA
2014-05-10 11:43:00,NA,NA,NA,"Thanks Jordana for helping out this morning!",NA
2014-05-10 21:39:00,NA,NA,NA,"Emily brought ham for the puppies, I brought in more hand lotion for those of us whose hands crack after being washed every five minutes, it's on the microwave. 

We got through three loads of laundry and folded half of it. 

I had to wash off a really gross towel in the back shower, which is why all the stuff that was in it is in the laundry room. I bleached the shower when I was done, it should be dry tomorrow so we can put all the stuff that was in it back inside. 

We both got here at 6:00, which is how we're done by 9:30

Thanks for helping out Yatzel!","Theoden and KP"
2014-05-11 13:15:00,NA,NA,NA,NA,"Please check Jone's cath. It seemed to flush... he has fat paw and his shoulder area is swollen, not right by the cath though? loosened up vet wrap. Didn't want to pull it in case it is still good. Thank you!"
2014-05-11 21:45:00,NA,NA,NA,"We REALLY NEED 3ccs syringes!! We're blowing through them like crazy.

Also, we're going through a lot of ampicillin, so we might need more of that soon, too.

Laundry is good, we didn't get much folded.

Tub leaked like crazy all over the entry area - there was water EVERYWHERE.

(Katie and Emily came in early, which is why we're done at 9:30)

Thanks Stasha for stopping by to help!! Also thanks to Dr K and Anthony for staying late to help!","Oso, Genevieve, Jones?"
2014-05-12 11:34:00,NA,NA,NA,"Thanks Amy for bathing out Amelia and Sunshine

Thanks Jordana for the IV!
2 boxes of detergant left

Oso had syringe with open needle in cage which was bent and we found lots of needles that were capped in cages with dogs, please be careful.

Moving around some dogs to get them out of the carriers

","Lunita, Jones, and Mario\

theoden lost IV did not restart
Jordana is the IV queen"
2014-05-12 21:37:00,NA,"Vanessa- New, came in around 7:30 lethargic, pale, nauseated, and generally  looking awful. Dr. K placed a jugular catheter and started bolusing hetastarch and dextrose but she passed. She was Genavieve's sister. ",NA,"The Honest Kitchen (powder + water) food was a hit tonight, pretty much everybody seemed to like it. 

Thanks Dr. K, sorry it took 3 tries for you to escape :)

We got through 4 loads of laundry but it didn't seem to make much of a dent, the yellow cart is still pretty full. ","Lunita (right rear), Adonna (right front, has T port),  Vanessa (jugular)"
2014-05-13 14:26:00,NA,NA,NA,"We are all out of Baytril 136mg tabs

Thanks Breanne for bringing supplies.The dogs love the hot dogs! I brought 20 cans of baby food so we should be okay for a little bit.  There is also tons of ham in the freezer, just don't defrost too much at once (was on sale b/c close to expiration date)

There are NO paper towels, 1 24-pk of TP left
","KP
"
2014-05-13 21:18:00,NA,NA,NA,NA,NA
2014-05-14 14:11:00,NA,NA,NA,NA,NA
2014-05-14 21:11:00,NA,NA,NA,"The dogs love ham!

Melissa brought 10 rolls of paper towels.  

Laundry is caught up","Vero- LF"
2014-05-15 11:35:00,NA,NA,NA,"Thanks Martha for bringing wet and dry food

Go Amy for being the bathing master","Gucci- 24 gauge left hind leg, go kumiko!"
2014-05-15 21:11:00,NA,NA,NA,NA,"Placed catheter on Carter "
2014-05-16 14:04:00,NA,"Gucci was crashing at start of shift; administered crash treatment and perked up some for a couple hours, but couldn't hang on.  Sweet dreams, small one.",NA,NA,"Vero - replaced to back right leg, started warm compresses on front left"
2014-05-17 11:09:00,NA,NA,NA,"Dionysus and Adonna both coughing...is there someplace we should move them?","Carter- LF was blown placed a new one RF
Vero- placed in left rear"
2014-05-17 21:46:00,NA,NA,NA,"Thank you Nipuni for coming to help me!!

If anyone sees canned food or baby food on sale, we could use probably use more since we have so many dogs, but we're not running too low.

There are two bottles of baytril tabs on top of the medicine cabinet (not in the drawer labeled \"baytril tabs\")

Laundry is good!","Marcus, Beyonce"
2014-05-18 11:32:00,NA,NA,NA,"Finished one of the bottles of baytril. The other one is only about 1/8 of the way filled. 

Oso and Dionysus can be washed out this afternoon. Oso is RTO I think ",NA
2014-05-18 22:20:00,NA,NA,NA,"Inventory notes- we really need bleach, there's only about 1/4 of a bottle left by the washer, there is one unopened box of 1cc syringes. We have liquid oral benadryl and benadryl pills, but only about one more dose of injectable benadryl for Cady. It's in the blue vet box if you're looking. The clinic gave us a case of fluids today but we're going through them pretty fast. I made 3 pump bags with adds and we started an SQ bag and an IV bolus bag.

Please don't use the big bath mats if you can help it, they take up a lot of space in the washer. 

Thanks for coming in Nipuni! ","Cady - Right front
Toby"
2014-05-19 13:13:00,NA,NA,NA,"Thanks Amy for bringing in bleach and paper towels. Will probaly need some more since we are going through supplies like crazy.

Please keep Marcus in your prayers

Dextrose was left out overnight so had to throw it away","Marcus- Thanks Nicole I think left rear leg, did have hard time placing cath, veins kept blowing or his veins are flat"
2014-05-19 21:03:00,NA,NA,NA,"There's a bunch of clean but unfolded scrubs in the white basket in the clean side of the changing areal. ","Carter, left Rear. "
2014-05-20 12:03:00,NA,NA,NA,"Benadryl: I asked Dr. B a question about Cady's Benadryl b/c she was in the clinic, she saw the pink syringe in my hand and told me injectable Benadryl is not pink.  The only bottle labeled Benadryl in Parvo that we could find is the pink Benadryl that is apparently for oral only.  Dr. B got me some injectable Benadryl from the clinic.  Please don't use the bottle of pink Benadryl for injections/SQ (Nipuni, maybe you can help here . . . )

We don't have any parvo tests! Also, there isn't enough injectable baytril for the next shift and are all out of Reglan vials. We also only have a half bottle of dextrose left. 

We made three IV bags this shift so we're going through Reglan and Dextrose really fast 

We only have one LRS bag. 

Carter chewed through his catheter. We weren't able to replace it but he has started to eat and drink. But around 11am he had a little D. ",NA
2014-05-20 20:49:00,NA,"Cady - died in surgery when rushed out of parvo for an emergency",NA,NA,"Michelle
Koko"
2014-05-21 15:06:00,"Nooo I'm too lazy!",NA,NA,"Please remember that fluid lines can be reused.  When they are unusable, they go in the trash.  Also, please be sure that no needles are placed in the trash or recycling - they go in the sharps container.","Marcus - back right replaced to back left
Toby - front left replaced to front right"
2014-05-21 21:33:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2014-05-22 14:56:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Evening shift won't take this long, I got slowed down by the intakes and then I learned on the fly how to do blood tests on Marcus (Thanks for being patient Dr. K!) and then I placed Grizzly's catheter, which I haven't done in ages. 

Thanks for coming back for a while Holly!

There are a lot of flies back here right now. I think we need to clean out the grates and drainage pipe thing in the back of the runs really well, they seem to be most concentrated in Toby's cage by the grate. We don't have a hose back here, (there is a hookup) which is how I've cleaned similar grates at vet clinics, but we should probably dump a bunch of soapy water and bleach water down the grate with a bucket and scrub stuff when Toby is discharged. ","Grizzly, Left Front, no T port. "
2014-05-22 21:00:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2014-05-23 14:40:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"We'll be making our last bottle of polyflex soon and have one full but opened box of 20 gauge catheters left. We're on our last bottle of ondansetron

Found an \"Aloe Vera Perineal Cleaner\" that can be used on sore bums. Its hanging out by the Desitin.

We had/have a protocol that all dogs under 5lbs & aren't eating get a catheter since they tend to go extremely downhill in just a night (and then its really difficult to get a catheter in). Its a protocol that's been in the wiki for over a year now, either started by Dr Eick or Johnson. Is everyone aware of this/current doctors on board with it?

We dumped several buckets of bleach water down the drains but it still smells bad :(

Please remove the bag and pump from the cage when a dog no longer needs it. Koko chewed through a third(?) IV line overnight :[

There was a roach/scream party this morning in here. There were 2 3-4 inch roaches in the main ward (we moved the hose from the back into the main ward and that's probably where they cam from). Then Amy cleaned out & bagged up some of the junk under the sinks in the second bathroom and there was a *shivers* nest of bugs in the corner, which we sprayed like crazy with the raid. We're both still super jumpy, in fact I just screamed 5 seconds ago because I thought something was on my hand...

Have a great weekend, and if you can volunteer tomorrow morning please let me know!!!!!!","Harold"
2014-05-23 23:43:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"We need Info-Trac 1 Strips for blood glucose tests, we have info-trac 2 strips but an info-trac 1 machine. (And a walgreens machine).

Also, after using Raid, how do we clean up? Or do we just leave it there?","Elsa, right front, no T port. "
2014-05-24 12:28:00,"How do I do that again?",NA,NA,"Cleaning out Veros cage in the back to move Toby back there. He has a snotty nose!

Thank you Daniel for coming in this morning :)","Bogart & Michelle
Marcus- cath pulled, all legs have been used
Grizzly- cath pulled and needs to be replace- couldn't do by myself"
2014-05-24 21:37:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"We're on our last box of laundry detergent but it's pretty full still. There's only one can of wet food left unopened and a few jars of baby food. 

Sorry, the laundry situation isn't much better than when we started. I did get the clean scrubs folded but there's more in the wash.","Toby"
2014-05-25 12:22:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"The clinic was able to give us one bag of hetastarch so we do have that. ","Elsa - replaced to LF
Iris - Cath was blown, but she ate 2 slices of ham, so we switched to oral and did not replace. Please check her later for cath because she is so tiny."
2014-05-25 21:54:00,"Nooo I'm too lazy!",NA,NA,"Metronidazole is light sensitive- so we are putting the partial tabs back in the original bottle. ","Grizzly
Bartholomew"
2014-05-26 12:18:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"1) the roof is leaking by the corner (b/t sink and med counter), we put trash can without bag to collect water, please check kennels against the north wall for leaks this pm

2) still smelly/bugs everywhere, some baby roaches in laundry room (maybe we should get some roach bait traps to leave in laundry room?)  We cleaned up best we could, a lot of food and some BD remnants don't seem to be getting cleaned out of cages so that might also be affecting smell and bugs problem.","Dr. K will place Elsa and Jocelyn catheter this afternoon"
2014-05-26 22:50:00,"Nooo I'm too lazy!",NA,NA,"Laundry is piling up, Katie did as many loads as possible during shift!

There is about half a bag of hetastarch left, and the clinic doesn't have any more. Use it on whoever's most critical in the morning. Dr K said we should be getting a shipment sometime tomorrow.

",NA
2014-05-27 12:31:00,"Nooo I'm too lazy!",NA,NA,"Flood mainly around the sink and changing area still there, seems like not from bathing??
Canned food, and Hetastarch is really needed.
All 7 infusion pumps are used. 3 are needed to be repaired or toss away
(in changing area )
If we expecting more intakes, we need more pumps I think ,,,
Thanks!



",NA
2014-05-27 20:30:00,"Nooo I'm too lazy!",NA,NA,NA,"Rachel Carson (new)"
2014-05-28 16:03:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"We don't have anything with protein to force feed dogs

There have been two heating pads that were set on medium or high. Heating pads must be set to LOW only. the medium or high setting will burn their skin!!","Rachel Carson- Thanks Jordana!"
2014-05-30 11:47:00,"Nooo I'm too lazy!",NA,NA,"I'm going to do inventory in a bit, but wanted to invited everyone to come organize and clean up the ICU today! I'll be here almost all day, Amy will be here for a while and Stasha is helping out for now as well! 

PLEASE dont forget - always offer a small meat ball of food before preparing a full bowl of food to someone... there were lots of full bowls of wet food today. We're always running out of food in here and we don't want to make these sick guys more nauseous than they already are!!! Its ok to leave dry food in there (preferably not mixed with wet though) because that doesnt smell as strong as wet food. Thanks!!","Trumpernick"
2014-05-30 22:28:00,"Nooo I'm too lazy!",NA,NA,"Nipuni is amazing because she was here for 12 hours cleaning and organizing and getting rid of junk that piles up. The two back bathrooms look great! Thanks to the other people who came to the cleaning party, I know there were people I just can't remember who. 

We finished meds about 90 minutes before we finished boluses, so maybe be mindful and make sure you're starting boluses early so you can get outta here :)","Doodle, Cassie, Mila, Reeko"
2014-05-31 14:31:00,"Nooo I'm too lazy!",NA,NA,"I did a lot of laundry, but did not get to folding. Also added back to the pile sorry! ",NA
2014-05-31 21:41:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"THANK YOU for the chicken and rice!! Both Martha and I brought some canned food, so hopefully we'll be okay for a bit. We could use some more dry food since we're getting to the bottom of the bin.

We tried to do lots of laundry, but didn't really make a dent. Please try to give each dog just a few towels when we have so many dogs! (some of them had 6 towels each)","Bamboo"
2014-06-01 11:45:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Because I forgot to say it yesterday, the ward looks so clean! Awesome job, cleaning crew!!

The dryer was not heating properly for one of the loads, but seems to be okay now. Still lots and lots of laundry.

Dr. K gave us a bunch of plasma-lyte that just expired, she wants us to use it first like LRS. ",NA
2014-06-02 13:45:00,"Yes, we are all perfect little APA volunteers!","Mila had passed when we came in for the shift last night, I'm including her here because I know that report didn't go out for some reason. RIP",NA,"Thanks Amy!

We were almost done by 11 and would probably have been out by 11:30 but then we got 2 critical intakes so...

Amy made a line of stuff that need to be dried, start with what is closest to the dryer. 

Wendy's old room is clean and ready for the next intake (sigh)","Penny- Left front, 24g."
2014-06-03 11:27:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Thank you again, Jordana, for blood draw and running protein and BG tests while we were trying to get Penny back on board!","Doodle's cath blew overnight, removed and he ate 1.5 hot dogs on his own, Dr. K will switch to orals

Mr. Pickles: will be getting one this afternoon"
2014-06-04 11:29:00,"Nooo I'm too lazy!",NA,NA,"Looots of eating dogs this morning!!!",NA
2014-06-04 19:53:00,"How do I do that again?",NA,NA,NA,NA
2014-06-05 10:24:00,"Nooo I'm too lazy!",NA,NA,NA,NA
2014-06-05 22:04:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2014-06-06 15:16:00,"Nooo I'm too lazy!","Jenny passed away within five minutes of intake this morning",NA,"Dont forget to clamp the bags closed ALL the way, please! even if its half an inch away from being all the way closed, it will leak slowly over night. 

Please don't forget to check all charts to make sure everything was marked off at the end of the shift",NA
2014-06-06 20:30:00,"Nooo I'm too lazy!, How do I do that again?",NA,NA,NA,NA
2014-06-07 09:32:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"We did a few loads of laundry",NA
2014-06-07 20:23:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"1/4 bottle of Baytril left and I didn't see an extra bottle.

The ICU was really clean, thanks to whoever did that!

We got through a ton of laundry and have glimpsed the bottom of the yellow bin!","Bobby"
2014-06-08 09:58:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,"Bobby replaced in left cephalic"
2014-06-08 22:13:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Emma Peel and Martha both had BD for first time during shift, Dr. K said will put in catheters in AM

Emma Peel, Susan B. Anthony, and Phillip all had fleas, put on Vectra.  Poor Emma is covered in them, got as many off as I could with a flea brush.",NA
2014-06-09 11:00:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,"Mr Magoo. LF 22g"
2014-06-09 22:14:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Very low on baytril, 2 unopened bags of hetastarch and Emma is supposed to be getting about 500 cc a day if she gets a catheter. Still have 2 boxes of 18 g needles and 1.5 boxes of 1 mL syringes but I really hate running out of those so I thought I'd add them so we don't get caught off guard. 

Breanne left a fruit-fly trap on the counter please don't throw it away. 

","Couldn't place a new one in Emma Peel but she needs one"
2014-06-10 10:58:00,"Yes, we are all perfect little APA volunteers!","Morderon: seemed fine at beginning of shift, then mid shift let out a few long, sad cries and died :(  All three siblings still BAR",NA,"Emma Peel's IV's were off, but the lines weren't clamped, so her fluids ran all over the floor (including a big bag of heta :( )","Emma at 11 am"
2014-06-10 21:35:00,"Nooo I'm too lazy!",NA,NA,NA,NA
2014-06-11 12:39:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"8-10 loads of clean laundry to dry, we're making our way through the dirty cart",NA
2014-06-11 21:37:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,"Emma"
2014-06-12 12:58:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Thank you Peggy and doctor K.","Bobby had the catheter removed by doctor K  because it was blown."
2014-06-13 22:14:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Do the orange is the new black puppies have ringworm???? Noticed crusty patches on them....

The drier died in the middle of the shift, we unplugged it for about and hour and it turned back on

Moved doxycycline suspension to medicine cabinet instead of fridge because it stays better that way

Thank you Alicia for coming in and helping treat the little tiny puppies!",NA
2014-06-14 11:26:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Laundry is caught up :)","Emma Peel"
2014-06-14 21:52:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Laundry is stacking up again; we had 3 loads of dirty scrubs!",NA
2014-06-15 11:40:00,"Nooo I'm too lazy!",NA,NA,NA,"1) Yamamoto Left Cephalic"
2014-06-15 20:54:00,"Nooo I'm too lazy!",NA,NA,NA,"Cyrus
Lunita
Shanaynay
Suazanne"
2014-06-16 15:36:00,"Yes, we are all perfect little APA volunteers!","Suzanne....did shock protocol as soon as we came in...didn't make it 
Dyanara....did shock protocol as soon as we came in veins were bad....thank you Yetzel for placing jugular but he still passed :(",NA,"shift ran long due to admissions and critical puppies.  It was 1 step forward 3 steps back kind of day.","Red...jugular
coco...."
2014-06-16 22:04:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Found dextrose left out, marked oral only and put back in fridge. 

Got as much laundry done as we could, but there's still a lot that needs to be done. I did get all the clean laundry on top of the dryers folded while Cyrus' hetastarch ran :)",NA
2014-06-17 11:17:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2014-06-17 21:56:00,"Nooo I'm too lazy!",NA,NA,NA,"Shanaynay"
2014-06-18 12:15:00,"Nooo I'm too lazy!",NA,NA,"possibly waiting for 5 new admissions from 6 hours away.  Supposed to be here between 9 and 10 but still no word.",NA
2014-06-18 21:34:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"--There were quite a few Pump Fluid Bags that have 10% Dextrose. Did we have pups that needed that, or was it an error?
--There is also a Pump Fluid Bag with 30ml Reglan or was that a typo???
--Some bags weren't labeled \"SQ\" or \"IV\" or a date.

Brought Vienna Sausages, BF, black trash bags, and white trash bags

Laundry isn't too bad",NA
2014-06-19 10:25:00,"Nooo I'm too lazy!",NA,NA,NA,"Taystee- removed jugular and replaced in left jugular
Styx- right front"
2014-06-19 22:34:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"We only have two unopened IV lines...

I brought in a bunch of S hooks for the cages and hung/clipped them on with pliers so they won't fall off. All the little cages have one, and they fit around the top bar so the clipboards won't get in the way of the lower cages any more. All the big cages have two now so that a we can hang fluid bags and a clipboard, or lots of fluid bags. I'll hang them on the runs next. I took all the clips and caribeaners off the clipboards (and put them in one of the drawers by the sink) since we shouldn't need them now that all the doors have hooks :) Not all of them got used, so if we need more, they're in the drawer by the sink too. I took my pliers home , though, and I'm not sure where the parvo tool box is, so if we need more hooks hung, let me know and I can bring them back to hang more. It took two pairs of pliers to hang them, in case anybody else wants to try. ","Dugee- Thanks Yatzel!"
2014-06-20 10:27:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,"none
"
2014-06-20 20:54:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Shift ran a bit long since we were waiting for Houston for a bit.","Houston"
2014-06-21 11:06:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,"Dugee - cath blown after tx, removed.  Will be replaced later today."
2014-06-21 23:29:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Thanks Dr. Barz and Jessica for doing the intakes and starting some of their treatments

We have a little less than half a bottle of baytril, and we got 2 boxes of 25 g. needles but we have only a few 22 g. needles. 

We have lots of hetastarch right now but we have 3 critical large dogs who are going to use a lot of it rather quickly. Pablo had 800 cc this shift. ","Dugee
Vera
Katrina
Pablo
(Thanks Dr. Barz and Jessica)"
2014-06-22 12:00:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,"Houston - left front"
2014-06-22 21:33:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Please remember, one of your end of shift tasks is to make sure all charts are marked off before you leave!!
Could use some extra help tomorrow morning, even if it is only for an hour or so! ","Leif: catheter placed in other front leg"
2014-06-23 12:32:00,"Yes, we are all perfect little APA volunteers!","Pony Boy: was deceased when we arrived, RIP",NA,NA,NA
2014-06-23 22:19:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Jordana: you're pink coffee mug is back here!

Shift was long due to catheter placements/replacements","Pablo, Bullworth, Jem Finch, and Leif.

Attempted Vera, were unsuccessful - will need one in the morning!"
2014-06-24 13:00:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Somebody left a bowl of syringes not sure if they are clean or dirty?

Thank you Jordana for coming back here to help with Ray Benson and Vera, you rock","Vero"
2014-06-24 22:24:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Out of hand soap, I checked under the sink too. We only have one unused IV line. 

Got three loads of laundry done and we're about to go fold some of the mountain of clean laundry on top of the dryers. ",NA
2014-06-25 14:30:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Please try and put any dog greater than ~10lbs NOT in the small metal cages. Those guys usually end up having to sleep in there v/d because there is no room for them to move away from it :(

Jordana gave us more hand soap. We found 2 gallon jugs of handsoap under the sink after though, so please look carefully for there things!

Organizing under the sink better right now.accidentally spilled some soap that went under the microwave so we move the microwave to find a bunch of gross stuff under it... we we're moving the boom box on top of the fridge (still accessible) and the microwave whre the boom box was. we'll have a lot more counter space for getting food, charts, etc now!","Jim Finch, Bailey"
2014-06-25 21:27:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Laundry's pretty much all washed, the dryer isn't keeping up, though!

Melissa brought us some gloves!",NA
2014-06-26 13:18:00,"Reminder, please submit your volunteer hours!",NA,NA,"The fly trap hasnt caught anything yet.... except for my bangs :(
","Ray Nelson - may end up being positional, had a lot of trouble getting this one in due to tough skin so please watch it closely for swelling or blowing sometime soon..
Tita
Bullworth

Pablo and Frieda may be getting new catheters in a bit"
2014-06-26 22:16:00,"Do it for Pablo!",NA,NA,"Pablo is close to losing one of his baby teeth, he wants to know if Tooth Fairies come to the Parvo ICU, I told him yes.

New man in the house: Johnny Goudie","Briggs - go Sara!  not enough pumps, so just gave heta (borrowed from Tita), also found fleas when we shaved her arm, so gave Vectra"
2014-06-27 16:13:00,"Nooo I'm too lazy!","bailey...passed away overnight",NA,"Please remember to check all of your charts before you leave....there have been a few over the last few weeks that had some blank areas.","Johnny goudie...placed iv and capped.  "
2014-06-27 22:03:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2014-06-28 14:19:00,"Nooo I'm too lazy!",NA,"Does this box work? It hasn't been showing up on report. ",NA,"Augustus
Cindie
Ray Benson
Houston-jug
Freida- change to the right front
"
2014-06-28 23:40:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2014-06-29 12:28:00,"Yes, we are all perfect little APA volunteers!","Normon - RIP :( when we came in",NA,"Thank you Stasha for coming in to help us!","Freida will need one placed in a back leg"
2014-06-29 23:40:00,"Nooo I'm too lazy!",NA,NA,NA,"Coconut: new
Briggs: replaced"
2014-06-30 23:34:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Inventory: 
Hetastarch- 1 unopened bag, 1 half-full bag.
IV lines- 1 unopened
Anzamet- about .1 mL left
KCl- opened the last bottle this shift
Ondansetron- out
Sucralfate- 1/4 bottle left
22  g needles- out, we're having to use 18 g needles on little bitty dogs because the 25 g. needles are way to small to use for fluids. 
Chicken stix- Out
Paper towels- 1 roll left

Three cheers for Nipuni who was still here at 6:30 bathing out dogs from this morning. 

Thanks to Eddie, Chase, and Sara for helping us out for a while","Antony
Bell 
Augustus needs catheter in AM"
2014-07-01 14:16:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,"Marius: moved to right front from left front"
2014-07-01 21:11:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2014-07-02 15:10:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,"Coconut"
2014-07-02 22:09:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Totally out of paper towels.  
Very few toilet paper rolls


Brought 2 bleach jugs. Could use more.",NA
2014-07-03 11:41:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2014-07-03 22:03:00,"Yes, we are all perfect little APA volunteers!",NA,"How many times can we re-use a line max? We usually throw them out after the second use, is that right?","Cleaned Bell and Houston's cages, did not get to Cleopatra's. Going to go fold scrubs and towels.",NA
2014-07-04 11:40:00,"Yes, we are all perfect little APA volunteers!, Reminder, please submit your volunteer hours!",NA,NA,"Kennel F is soaking, not completely clean yet ",NA
2014-07-04 22:16:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"About 3 mL doxy suspension left",NA
2014-07-05 12:31:00,"Yes, we are all perfect little APA volunteers!","Jumangi - RIP :/",NA,"1 new dog is on the way but has not arrived yet. So we made a goof and did not test violet/vernon on same parvo test. we apologize and will be more careful! I know they are expensive tests so just wanted to write this to remind everyone of what not to do. :/",NA
2014-07-05 21:59:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Thank you Jessica for your help with Filly!
\
We don't have any more azithromycin tabs for Bron","Snowball- very positional"
2014-07-06 11:05:00,"Nooo I'm too lazy!",NA,NA,"Filly needs 7 bags per day. (2SQ, 6piggy bags) ","none"
2014-07-06 20:53:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Just a reminder to make sure everyone shakes out all the towels before putting them in the washer! I pulled some out today that were still soiled because they were still all folded up.

Also, please be careful when piggy-backing bags; one of the bags in Filly's kennel had a couple needle pokes through the back and was leaking a lot.","Blueberry"
2014-07-07 11:16:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
