"Timestamp","Dogs.in.ICU","Shift.Time","Count_Crt","Count_Int","Count_Wel","Count_Dsc","Volunteers...Staff","Catheters.Placed.Replaced.","Names_Crt","Names_Int","Names_Wel","Names_Dsc","Details_Dsc","Count_Dis","Names_Dis","Count_New","Names_New","Inventory...Medications","Inventory.Needs...Supplies","Inventory...Medical.Supplies","Additional.Information","Have.you.logged.your.volunteer.hours.at.myvolunteerpage.com..","Any.Questions.","Inventory...Food...General.Supplies","Most.Urgent.Supplies.Needed","Panleuk.Kittens","Hour_Sent","Count_Vols"
2013-11-19 09:49:00,2,1.5,0,2,0,0,"Kelsey, Sara C",NA,NA,"Boko- bitey, seems painful, oral meds, nebulized, not eating or drinking well
Billie Jean- quiet, but doing okay, ate some sausage sticks, oral meds",NA,NA,NA,5,"Buffy
Mr.Giles
Xander
Willow
Oscar",0,NA,"None",NA,"chicken sticks, human water bottles",NA,NA,NA,NA,NA,NA,9,2
2013-11-19 19:02:00,3,0.5,0,1,2,0,"Kevin",NA,NA,"Skippy","Boko
Billy Jean",NA,NA,0,NA,0,NA,"None",NA,"None","Don't forget to put socks on pump bags with reglan - reglan is photosensitive and won't be as effective without some light protection.",NA,NA,NA,NA,NA,19,1
2013-11-20 09:17:00,3,1.5,0,1,2,0,"Amy, Maria",NA,NA,"Skippy...pump was occluded when I came in...flushed it and seems to be fine. Gave SQ baytril, iv cefazolin and po dextrose.  Very sweet but little shy.  No v or D.  did not eat much.","Boko...solid poop...woot!!  Still bitey.  We took out of kennel to pill...Maria held and I pilled...he is not a happy camper :(

Billy Jean...took pills with some peanut butter no v or d ",NA,NA,0,NA,0,NA,"None",NA,"None","All dirty runs are cleaned. I did pour some bleach water down all of the drains because they all smelled so foul.  I did put doxy in fridge, Jordana said it may keep longer but it doesnt necessarily need to be in there fyi.  Also make sure heating pads have a towel UNDER and OVER it and placed on LOW when they are in kennels.  Skippy didn't have one under it and it was on HIGH.



",NA,NA,NA,NA,NA,9,2
2013-11-20 21:08:00,3,1,0,1,2,0,"Melissa",NA,NA,"Skippy-on pump. FF baby food","Boko-SQ, Reglan. Tramadol, Metro
Billy Jean-metro",NA,NA,0,NA,0,NA,"None",NA,"hand soap",NA,NA,NA,NA,NA,NA,21,1
2013-11-21 09:31:00,3,1,0,1,2,0,"Sara C, Kelsey","Skippy's catheter was replaced, now in left arm, no T-port",NA,"Skippy- catheter blew, Sara replaced successfully in left arm, seems interested in food","Boko- BAR, eating well
Billie Jean- QAR, not eating this morning, food from last night was gone tho",NA,NA,0,NA,0,NA,"None",NA,"None",NA,NA,NA,NA,NA,NA,9,2
2013-11-21 19:50:00,5,1,0,3,2,0,"Emily, Emily",NA,NA,"Skippy: only one on pump, nibbled at turkey, no v or d.

Louise: SQ tx which she did not enjoy. Very skinny, not eating but is drinking, FF 9ccs, no v or d.

Allman: SQ tx, looks to have vomited earlier in the day. Not interested in food. Chart says he was very scared, but was very sweet with me.","Boko: adorable, eating well. Orals. NEGATIVE!!

Billie Jean: eating well, on orals.",NA,NA,0,NA,0,"Allman - see intermediate
Louise - see intermediate","None",NA,"None",NA,NA,NA,NA,NA,NA,19,2
2013-11-22 10:25:00,3,1.5,0,2,1,0,"Amy, Nipuni","Allman - placed & capped. Gave an IV bolus and cephazolin instead of SQ",NA,"Louise - BAR/QAR, not eating, SQ meds continued d/t attitude! 

Allman - Very sweet but a little growly when it comes to needles! Use caution, we used a muzzle and e-collar at first. QAR, vomitted 2X overnight, not absorbing SQs so placed a catheter in front right cephalic.","Skippy - only eating turkey, she's too fancy for that other stuff :P Also found her voice",NA,NA,2,"Boko and Billie Jean will be discharged shortly!",0,"None yet but I heard there may be an owner surrender coming from austin vet care","None",NA,"3cc Syringes","1 box of 3cc syringes left!
New ADMISSION coming hopefully ASAP....5 pound pup has been sick at home for 4 days with BD and v.  Havent seen yet but will probably be in critical condition when it does get here.  Kennel is set up and ready to go.",NA,NA,NA,NA,NA,10,2
2013-11-23 09:00:00,4,1,0,1,3,0,"Joanna, Kelsey",NA,NA,"Allman- QAR, not eating, catheter flushed well","Skippy- BAR, eating some turkey
Louise- BAR, took two people to give SQs, eating some
Frankie- BAR, took two people to give SQs, eating well",NA,NA,0,NA,0,NA,"None",NA,"Turkey",NA,NA,NA,NA,NA,NA,9,2
2013-11-23 20:35:00,8,1.5,0,5,3,0,"Katie, Emily M",NA,NA,"Allman: QAR, pretty growly with me tonight. IV bolus, IV flushed well, treated with towel and muzzle.

Skippy: not eating on own, SQ tx, quite wiggly

Gemma: on pump, gave oral dextrose. RTO.

Clinton and Bartlet (new): both reportedly having BD and vomiting, only Clinton vomited tonight. SQ tx for now, both were vaccinated","Finnick (formerly Tyson): SQ tx, not eating much.

Frankie: SQ tx with two people, BAR, eating well.

Louise: only orals, eating.",NA,NA,0,NA,0,"Clinton and Bartlet: see intermediate

Gemma: see intermediate (RTO)

Finnick (aka Tyson): see good","DAPP and Bordetella vaccines",NA,"Turkey, 3cc Syringes","For some reason, some of the wall outlets were not working (including both refrigerators), so we had to plug things into other outlets. Everything seems to be running now and nothing was compromised, but just an FYI.

There is a cat in ward 2, should be treated by the staff (apparently, she's feral)",NA,NA,NA,NA,NA,20,2
2013-11-24 10:33:00,8,2.5,1,3,4,0,"Nipuni, Peggy, Martha","Catheters place: 
Clinton
Bartlet
Finnick","Bartlet- bloody diarrhea over night and during shift. Placed iv catheter, hetastarch bolus and started iv fluids","Gemma- no v/d, not eating, on iv fluids
Clinton- no signs over night, small spot of bloody diarrhea during shift. Placed catheter w/ cap and gve iv bolus
Finnick- not absorbing sq fluids; placed catheter w/ cap & gave iv bolus. no v/d
","Skippy- eating canned and dry food; no v/d
Louise Eating dry; no v/d; sneezing a little
Allman- eating turkey; no v/d
Frankie- no v/d; eating ",NA,NA,0,NA,0,NA,"IV Lines (with port + screw), DAPP and Bordetella vaccines",NA,"3cc Syringes",NA,NA,NA,NA,NA,NA,10,3
2013-11-24 21:17:00,9,2.5,2,4,3,0,"Katie, Sara M","None","Finnick- had a lot if greenish brown diarrhea before we got here. No vomiting so far and he ate some turkey. Started pump with reglan and KCl. Got hetastarch bolus. Qar, pink, warm. 

Bartlet- lots of bloody, tissue-y, serum-y diarrhea leaking from his butt. No V but drooly and gagging some. On pump. Got hetastarch. Leth, pink, warm.  

","Phish- (new) qar, pink, warm. Has t port from AAC and is on pump. No V/D but gagging a little. Didn't eat/drink. 

Allman- qar, pink, warm. IV tx. No v/d. Ate a little turkey and a chicken stick. Tries to bury the wet food, so I took that out. 

Gemma- didnt eat on own, ff 10 cc. On pump. IV tx.  

Clinton- no v/d but gaggy. Qar, pink, warm. IV tx with hetastarch bolu","Skippy- ate lots of turkey, on orals. Qar, pink, warm. 

Louise- ate lots of turkey. Bar pink warm. Orals.  

Frankie- bar, pink, warm. Ate all food. Orals. ",NA,NA,0,NA,1,"Phish","None",NA,"Turkey, 3cc Syringes","We're going through a lot of cephazolin, I made 2 bottles during this shift. We have a lot left, but just keep an eye on supply. 
Computer is redirecting when we try to get to the wifi. :P",NA,NA,NA,NA,NA,21,2
2013-11-25 10:27:00,9,2.5,1,3,5,0,"Kumiko, Ayari","Gemma- now on back right leg
Allman- off iv","Bartlet- Bloody vomit and diarrhea. got IV baytril and all meds. ","Gemma- No v/d not eating. got ff 10cc of baby food. new catheter. 
Finnich- greenish diarrhea, ate. On pump.
Phish- no v/d. not eating by himself. got ff baby food","Frankie- doing good. ate.
Louise- doing good. Ate.
Skippy- doing good. Ate baby food.
Allman- catheter blew.",NA,NA,0,NA,0,NA,"None",NA,"None",NA,NA,NA,NA,NA,NA,10,2
2013-11-25 21:51:00,15,2.5,2,8,5,0,"Peggy H, Emily M","Opal: pulled hers out, unable to replace in LF
Howdy: unable to place in RF (low bp?)
Allman: no longer has one","Howdy (new): just came in this evening, moaning, unable to place catheter, very low temp, bloody/leaky diarrhea. Hope he makes it through. 

Bartlet: still having bloody diarrhea, not eating, pretty lethargic","Opal (new): bit her catheter out, unable to replace. Gave SQ meds, not eating, brown diarrhea

Phish: brown blowouts, IV meds, not eating. Piggy-backed bag.

Finnick: still on pump but is eating and drinking like a champ. Piggy-backed bag

Treasure (new): bitey, eating a little, on IV tx

Allman: still growly, not eating much (tries to bury it - his metro is in the food, though), no catheter, gave SQ meds

Clinton: eating a bit on own, still has catheter and is gettingSQ/IV meds

Gemma: growly, getting IV meds

Gwendolyn (new): more leth than sisters, gave SQ tx this evening, drinking but not eating","Skippy: NEGATIVE!! super whiny all night.

Louise: still a little positive :(. Eating a little bit.

Frankie: still the lightest of positives :(. Eating well.

Branwen and Avalon (new): sisters to Gwendolyn, drinking but not eating much, both bright and active.",NA,NA,0,NA,0,"Gwendolyn, Branwen, and Avalon: 8mo labs - Branwen and Avalon are together in F

Opal: 10mo pittie - possibly hard of hearing

Treasure: pre-adopt chi - use muzzle!

Howdy: 6mo beagle? Came in with labs, looks terrible","Vaccines",NA,"Turkey, 3cc Syringes","We're going through cefazolin and Reglan like crazy, we're good for now, but we'll probably need more soon. Also we only have half a bottle of Baytril left.

There is only one empty kennel right now since the cat is in ward 2.

Laundry is already piling up just from this evening!",NA,NA,NA,NA,NA,21,2
2013-11-26 12:09:00,13,3,1,3,9,1,"Joanna, Sara C",NA,"Bartlet- bloody diarrhea (leaky butt), he is alert and trying to get out of his cage though. force fed","Gemma- chewed through fluid line overnight. bed was soaking wet. No v/d but not eating. Capped catheter and gave IV meds. force fed. HATES sub-q fluids/baytril

Treasure- BAR, has capped catheter, IV meds, loves chicken sticks

Gwendolyn- sub-q meds, drinking water, not eating","Louise- eating, BAR
Frankie- eating, BAR
Branwen and Avalon (sisters to Gwendolyn), eating, BAR, no meds
Clinton- BAR, eats wet food, capped catheter-can probably come out, adorbs
Allman- very growly, had to muzzle and use 2 people to treat. sub-q meds. use chicken sticks to distract him :)
Finnick- BAR!!!! pulled catheter, switched to orals, eats like a pig
Phish- no v/d, eating well, pulled catheter
Opal- eating well, BAR","Howdy","Howdy- passed away overnight :(",1,"Skippy!!!! going to Tarrytown and will get adopted in 2 seconds flat",0,NA,"Baytril, IV Lines (with port + screw)",NA,"None","internet died in the middle of the shift. lots of laundry starting to pile up!",NA,NA,NA,NA,NA,12,2
2013-11-26 20:31:00,16,1.5,3,5,8,0,"Nipuni, Emily M","Bartlet: RL","Bartlet: still having BD, heta bolus

Dino (new): VERY leaky butt, heta bolus

Goonie (new): having BD, heta bolus","Treasure: only got fussy when I started IV treatment, didn't want to eat much this evening

Gemma: did okay for treatments, ate some turkey from Dr K but not much else

Gwendolyn: SQ tx, not eating, brown diarrhea

Phish: took orals in wet food but didn't want to eat out of a bowl

Opal: SQ/orals, took orals in wet food and ate a little more out of a bowl.","Gremlin: on SQ tx but ate a bunch of wet food tonight, so hopefully that keeps up

Avalon and Branwen: one of them is having semi bloody stools, but both ate and are BAR. Watch for chewing on the blanket.

Clinton: orals, eating fairly well

Frankie: orals, eating, waiting for poop

Louise: orals, eating, waiting for poop

Allman: orals, ate pretty well

Finnick: adorable, whiny, eating well, orals, waiting for poop",NA,NA,0,NA,3,"Gremlin: SQ but eating wet food

Goonie: critical, BD

Dino: critical, leaky butt, in ward 2","Baytril, Reglan",NA,"Turkey, 3cc Syringes","The cat is now back by the washer so Dino could be in ward 2.

Let's try not to use the comforters if possible since they're harder to wash.

Please don't leave a bunch of food in the kennel particularly if the dog is nauseated.",NA,NA,NA,NA,NA,20,2
2013-11-27 12:37:00,12,3,2,5,5,0,"Joanna, Amy ",NA,"Goonie qar/leth had bd overnight got iv baytril had bloody vomit after heta...started on cerenia...famotidine. ..sulcrafate...ft 3cc and has kept down...temp was 103.1 went down to 102.3.  

Bartlet....lots of leaky butt qar/leth had baytril sq...maybe switch to iv???  Had heta bolus had some v but ff 10 cc and has kept down.","Gwen... ate a little got sq....HATED!!!!  Only got 200 of fluids.

Gremlin tasting to eat bf and wet mixed. Got sq and was fine.

Gemma...not eating..ff and got cefazolin and vomited.

treasure....let me do iv meds...seems friendlier. Had some vomit and cefazolin

dino...lots of brown d got sq


","Opal...I but her as doing well but did have huge brown blowout overnight but bar and eating so watch.

Allman doing well...ate food but left a pill.

Phish...vocal...sounds anxious.   He is eating and looking adorable.
Clinton...cute...Waiting to poop to test.
Frankie...eating and bar waiting to poop.",NA,NA,2,"Louise and Finick",0,NA,"Famotidine, ondansetron..",NA,"Turkey",NA,NA,NA,NA,NA,NA,12,2
2013-11-28 00:01:00,14,5,3,2,9,0,"Katie",NA,"Dino- in ward 2. Lots of liquid green diarrhea. no v. Ate a tiny bit. Got hetastarch bolus, IV Tx. On pump, piggybacked new bag. 

Bartlet- no V or D this shift. QAR, pink, and warm. Got hetastarch bolus, on fluid pump. bag will last through the night. Check his catheter in the morning, it flushed well, then occluded, then flushed well again, and it seems a little tender. 

Goonie- QAR, pink, warm. T 102.2. No V, bloody Diarrhea at the end of the shift. didn't want food. Couldn't give famotadine, we're out :(","Gemma- QAR, pink, warm. got IV cefazolin and oral doxy. Ate chicken sticks. No V/D

Treasure- QAR, pink, and warm. Started on pump. IV Tx. Did not eat, could only FF 3 cc. 
","Gwendolyn- QAR, pink, warm. SQ Tx. Ate a bowl of wet food. Her chart wasn't filled out for this morning, don't know if she got treated. 

Avalon and Branwyn- BAR, pink, and warm. No V/D. Ate all food. Got polyflex and reglan, but I couldn't give the fluids because they  super-energetic and wouldn't sit still long enough and there wasn't a second person to hold them down. Didn't give baytril either since I couldn't give fluids. The baytril is on their chart. I separated them later because they were fighting for no apparent reason (not over food) and it was pretty rough. Neither of them seemed hurt, though one was coughing, i think the other one was shaking her collar and choked her a little. They could probably go back together if we really need a run though. 

Allman- QAR, pink, and warm. Ate all food. Very sweet. Hid his pills in wet food and he ate them from my hand no problem. No V/D

Opal- So sweet! QAR, pink, warm. No V/D. ate all food. just on metro. 

Phish- Qar, pink, warm. No V/D. ate all food. only metro.

Gremlin- QAR, pink, warm. No V, solid poop. Ate all food. SQ Tx. 

Frankie- QAR, pink, warm. Only on metro. ate all food. 

Clinton- BAR, pink, warm. Only on metro. ate the wet food, left the dry. ",NA,NA,0,NA,0,NA,"IV Lines (with port + screw), Famotidine, Ondansetron",NA,"Turkey, 3cc Syringes, 18 G Needles","We are all out of 3 CC syringes!!!!!! I used them sparingly, but there were only about 10 when I got here. 

Out of famotadine, I only had enough for Bartlet. Ondansetron will run out tomorrow morning. Only 1 unopened box of 18 G needles left. 

Remember that you have to clean poop off blankets and flush it before putting it in the laundry bin. I found several blankets with chunks of poop on them, which won't get clean in the wash. 

I got 4 loads of laundry done

Some of the blankets that Pam's elementary schoolers made got back here. I used two of them and will send the pictures in the morning to Dr. K and post them on Facebook. There's one more blanket that I didn't use because I didn't have time to take tons of pictures, it's sitting on the fan. Use it with a cute dog, take a picture, and send the picture to Dr. K   :)

Don't panic Thanksgiving crew, with lots of you it will be a fast shift, it only took me so long because I was by myself. 

HAPPY THANKSGIVING!!!",NA,NA,NA,NA,NA,0,1
2013-11-28 10:53:00,14,2.5,2,2,10,0,"Jordana, Kelsey",NA,"Goonie- QAR, bloody diarrhea, not eating
Bartlet- QAR, catheter blew, couldn't replace, now on SQs, not eating","Treasure- QAR, yellow vomit, not eating
Dino- BAR, no blowouts so didn't give hetastarch, give hetastarch if you see NEW blowouts, ate chk stx","Gremlin- BAR, easy, ate chk stx & bf
Gemma- BAR, wiggly but got SQs, ate some wet
Frankie- BAR, doing great, ate wet
Clinton- BAR, took metro w/ food, ate wet & dry
Branwyn- BAR, solid stool, no vomit, didn't give poly, ate wet food
Avalon- BAR, ate all wet food
Phish- BAR, took off baytril, just on orals now, ate wet & dry
Opal- BAR, pilled easily, ate wet & dry
Allman- BAR, took metro w/ food, ate wet & dry
Gwendolyn- BAR, not too keen on her SQ Tx, gave 300mL LRS instead of 400mL, got all SQ meds, ate lots of wet food & some chk stx",NA,NA,0,NA,0,NA,"Famotidine, ondansetron",NA,"Turkey, 3cc Syringes, 18 G Needles",NA,NA,NA,NA,NA,NA,10,2
2013-11-28 20:51:00,14,1.5,1,2,11,0,"Maria, Sara C., Nicole, Melissa",NA,"1. Goonie- leaky butt, bloody diarrhea, yellow vomit, drooling, hetastarch bolus times 2,  QAR, pale-pink gums,  temp 104.3 down to 103.4 with ice packs","2. Treasure-sq
3. Gemma-sq","4. gwendolyn- probaly switch to orals
5, allman
6.opal
7.phish
8.avalon
9. Gremlin- solid poop
10.Frankie- waiting on solid poop
11. Clinton
12.Barlet
13. Dino
14. Branwen

",NA,NA,0,NA,0,NA,"None",NA,"Dry I/D or E/N, 22G catheters, 18 G Needles","Happy Thanksgiving! Gobble Gobble",NA,NA,NA,NA,NA,20,4
2013-11-29 11:50:00,14,4,1,3,10,0,"Amy, Nicole","Keep an eye on Treasure might need to replaced IV cap","1. Goonie- very critical, QAR- lethargic- comatose, very cold initial temp 90.7 to 93.6 to 95.7,  two heatings pad and blankets, gave 1.5ml po dextrose, IV pump, leaky butt, yellow vomit,  hetastarch bolus, iv baytril","2, Gemma- ate, couldn't do sqs, very fidgety, bitey even with 2 people 
3. Treasure- IV infiltrate watch abcess- awaiting orders on what to do, will force feed before we leave, very bitey
4, Bartlet- sqs, ate one bite of chicken, 2ml of Force Feed, then got nausea","5. Gwendolyn- eating well, skipped sqs, no v/d
6, Allman- eating solid poop, metro
7. Opal- eating like a horse, metro, had solid poop
8. Phish- preadopted negative!
9. Avalon- eating well, skipped sqs, no v/d
10. Gremlin- negative! to tarrytown
11,Clinton- eating, BAR waiting for poop, metro
12,Frankie- negative! to tarrytown
13, Barwen- slight positve still, eating, skipped sqs no v/d
14, Dino- naughty naughty chewed out iv, very bright eating no v/d awaiting orders
",NA,NA,3,"Frankie- tarrytown
Gremlin- tarrytown
Phish- preadopted",0,NA,"Polyflex",NA,"18 G Needles, need pens","There is a hole between opals, and phish's run.
Amy did a great job cleaning everywhere esp. Dino's run!",NA,NA,NA,NA,NA,11,2
2013-11-29 19:55:00,10,1,0,1,9,0,"Katie, Kevin",NA,NA,"Treasure - Looks ok, not eating but definitely not too bad off (she won't let me force feed her). Doesn't bite, but is very agile and will dodge being force fed.","Winston - Accidentally double dosed him tonight because someone treated him before I got here (I guess) and I didn't notice. He looks pretty good, but still isn't interested in eating (almost ate some peanut butter).
Gemma - Looks great, not eating super well yet.
Clinton - Looking good. Eating wet food.
Bartlet - Not eating or drinking. Kinda quiet/sad, but looking ok otherwise.
Gwendolyn - Good and eating. 
Allman - Good and eating.
Opal - Good and eating.
Avalon - Good and eating.
Dino - Good and eating.",NA,NA,0,NA,0,NA,"None",NA,"Canned food",NA,NA,NA,NA,NA,NA,19,2
2013-11-30 09:55:00,11,1.5,1,0,10,0,"Shelby, Kelsey",NA,"Treasure- QAR, temp= 105.1, catheter possibly blown, didn't remove b/c was not positive (possibly partially blown?), tried to FF but too bitey",NA,"Winston- BAR, ate chk stx, wiggly, took 2 people to give poly
Gemma- BAR, ate chk stx, had to dilute metro in water and give via syringe
Clinton- BAR, ate wet food, solid stool, PARVO NEGATIVE, can be bathed out
Bartlet- BAR, ate chk stx, took 2 people to give poly
Dino- BAR, ate wet & dry
Branwyn- BAR, ate wet & dry, solid stool (tested but still light positive)
Gwendolyn- BAR, ate wet & dry, semi solid/cow patty-ish stool
Allman- BAR, ate wet & dry
Opal- BAR, ate wet & dry
Avalon- BAR, ate wet & dry",NA,NA,0,NA,0,NA,"None",NA,"Canned food",NA,NA,NA,NA,NA,NA,9,2
2013-11-30 20:58:00,9,1.5,9,1,8,0,"Nipuni",NA,NA,"Treasure - QAR t=102.5 no symptoms, no appetite","Barlet - starting to eat some food, SQs

BAR and eating -
Allman
Opal
Winston
Gemma
Gwen
Branowen
Dino - completely shredded a plastic plate. please only use metal bowls for him from now on. was acting strange, licking lips excessively. watch for signs of obstruction! ",NA,NA,0,NA,0,NA,"None",NA,"Dry I/D or E/N, Fly Swatter, Lube","Getting 5 loads of laundry done. There is one mountain of clean dry and one mountain of clean wet laundry waiting to be completed! Morning crew, there should just be one load of laundry left to do. I'll come in the morning to help with folding and bathing

As a reminder, please don't use XL blankets, comforters, or the white floor mats. These are all difficult to wash. Just use small blankets and towels. Also, please move the laundry cart into the laundry room at the end of the shift if it has any dirty laundry in it so that flys dont accumulate into the main room. Also, please don't mix in dirty scrubs with dirty bedding. Keep them separate!

There were 3 open bags of hetastarch, and 7 open bags of LRS (3 of them almost completely full). This is a little ridiculous. Please stop being wasteful. Always put fluid bags back in the designated spot after you use them and briefly look around the icu before opening new bags. We should be reusing lines that don't have blood int hem and haven't been attached to a catheter.

Happy Saturday!",NA,NA,NA,NA,NA,20,1
2013-12-01 10:34:00,9,1.5,0,1,8,0,"Peggy H, Kelsey",NA,NA,"Treasure- QAR, vomit in cage, ate a bit of turkey and didn't vomit it back up, catheter blew so removed it, gave baytril SubQ, didn't get cefazolin","Opal- PARVO NEGATIVE, can be bathed out
Branowen- PARVO NEGATIVE, can be bathed out
Gwendolyn- PARVO NEGATIVE, can be bathed out
Allman- PARVO NEGATIVE, can be bathed out
Bartlet- BAR w/ me this morning, ate turkey, wet food had been eaten overnight
Dino- BAR, eating, waiting for solid stool
Winston- BAR, eating, waiting for solid stool
Gemma- BAR, eating, waiting for solid stool",NA,NA,1,NA,0,NA,"Baytril, None",NA,"None","The 4 parvo neg dogs' paperwork has been sprayed off and is sitting in front of the microwave.  Clinic could only take Opal right now so the other three need to be bathed out when they can take them.
Laundry pretty much done, except for a bunch to dry (Thank you Nipuni for doing so much yesterday!)  I cleaned up the back laundry area- stuffed the large quilts into the lockers so we would have more room for towels. Found a huge container of clean scrubs where the quilts were. All folded- all put away out in change area. I brought volunteer snacks- put in fridge.  :)",NA,NA,NA,NA,NA,10,2
2013-12-01 20:49:00,5,1,0,0,5,0,"Sara M",NA,NA,NA,"Dino - PARVO NEGATIVE! :D
Winston - Crazy BAR, eating like a hound! 
Gemma - Total cuddle bug, likes chicken and rice
Treasure - A pain too FF but seemed a little interested in Vienna sausages; not really nippy
Bartlet - Loves turkey! Moved him to the big run where he promptly peed everywhere! ",NA,NA,0,NA,0,NA,"None",NA,"None","Clean runs and did as much laundry as I could! ",NA,NA,NA,NA,NA,20,1
2013-12-02 09:07:00,4,1,0,0,3,0,"Amy, Kelsey",NA,NA,"Treasure- QAR, easy to treat w/ 2 people, drank water from bowl, didn't eat, FF about 5cc, hasn't vomited in about 24 hrs","Winston- BAR, eats everything
Bartlet- BAR, took 2 people to treat (he's wiggly), eating some
Gemma- BAR, let out of cage for awhile and she finally pooped, semi solid, eating a bit",NA,NA,1,"Dino",0,NA,"None",NA,"None",NA,NA,NA,NA,NA,NA,9,2
2013-12-02 20:22:00,6,1.5,2,0,4,0,"Melissa, Alicia",NA,"Ruthie(newbie)-hetastarch, LRS bolus,catheter no pump
Mamie(newbie)-hetastarch, LRS bolus, heating pad was put on the metal cage instead of sandwiched in between towels. Her temp was 104 before taking off the heating pad. 102 after. pump",NA,"Gemma
Treasure-heating pad was put on metal cage instead of sandwiched in between towels
Bartlet-metro
Winston-metro-put blanket over cage to quiet down",NA,NA,0,NA,2,"Ruthie
Mamie","None",NA,"Turkey, Dry Dog F, hand soap; fly strips","no solid poos from anyone tonight.  They're holding out on us.",NA,NA,NA,NA,NA,20,2
2013-12-03 10:15:00,6,2,1,1,4,0,"Maria, Ayari, Kumiko","1) Mamie 
Left cephalic","1) Mamie  103.3F, leth/QAR, brown diarrhea. no vomit, 
replaced a catheter L cephalic
very congested and nasal discharge. moved her to the run B to separate from others. 
IV baytril. Oxy, nabulize 
Drank water, FF 5cc","2) Ruthie 100,3F , QAR, brown diarrhea
On pump now. 
Drinks water a lot (need to watch)
FF 5ml","3) Winston : tested positive ;( and he is mad!
4)Gemma  BAR but is not interested in eating, 
5)Treasure QAR, Dark greenish diarrhea. Ate some
6)Bartlet  BAR. playful!! semi solid. eats well!",NA,NA,0,NA,0,NA,"None",NA,"Turkey, Dry Dog F, hand soap, AA battery for the wall clock",NA,NA,NA,NA,NA,NA,10,3
2013-12-03 21:14:00,6,2,1,1,4,0,"Kevin, Martha",NA,"Mamie - vomiting, mm pale, feet cold, nasal discharge. Gave hetastarch bolus- 25 ml. pulled the line out- unsure of actual amount received. Gave extra 5ml hetastarch. ","Ruthie - QAR. Vomitted right before we got here so no food or water.
","Treasure - Eating a little (I think ate in the afternoon), not aggressive right now. 
Gemma - Eating a little, wants to cuddle.
Winston - Bark bark bark bark bark bark bark.
Bartlet - Eating and BAR.",NA,NA,0,NA,0,NA,"None",NA,"None",NA,NA,NA,NA,NA,NA,21,2
2013-12-04 09:33:00,5,1,0,1,4,1,"Nipuni, Nicole",NA,NA,"1. Ruthie- pump,  , vomiting yellow times 3, no bloody diarrhea, no ff due to vomiting, temp 103.2","Treasure- BAR , eating turkey, on metro, accidently got an extra dose of prilosec- got 1/4 tab of 20mg,  no solid poop
Gemma- BAR eating turkey, on metro, no solid poop
Winston- like everyone says, BARK , BARK , BARK! Very BAR, just had solid poop negative!
Barlet- great, no solid poop","Mamie","Mamie- Rest in peace sweet little thing! Passed at the beginning of the shift ;(",1,"Winston!",0,NA,"None",NA,"None","We have rats!!!! Always put food up, don't put food in the trash,  flush it , it attracts rats leaving food out
The toilet is now clogged, oopsy- we tried to unclog it but no success",NA,NA,NA,NA,NA,9,2
2013-12-04 21:07:00,6,2,2,1,4,0,"Katie, Martha",NA,"Magic- vomited and had liquid brown diarrhea. leth, T=102. Did not FF. IV pump/IV Tx.

Ruthie- QAR, pink, T=103.3. Cefazolin and anzamet IV, baytril SQ. Had some brown and bloody diarrhea. Some vomit from earlier in cage but none during shift, so FF 12 cc baby food and she has held it down so far. ","Dancer (new)- not eatin, QAR, pink, warm. SQ Tx. No V/D
","Dasher (new)- BAR, pink, warm, eating lots. SQ Tx. 

Gemma- Orals, ate baby food. 

Treasure- Orals, didn't want to eat so FF 6 CC baby food. 

Bartlet- LOTS of soft poop, fed dry and ID to try to get it more solid. Ate all ID and most dry. BAR, pink, warm. ",NA,NA,0,NA,0,"Dasher- good
Dancer- intermediate","None",NA,"Baby Food, Toilet Paper","Martha fixed the toilet!!! Yay!!!
We didn't flush food because she got it working at the end of the shift but we will in the future so there isn't anything interesting for rats to eat in the trash. 

We're pretty low on toilet paper. ",NA,NA,NA,NA,NA,21,2
2013-12-05 09:36:00,7,1.5,0,2,5,0,"Sara c, Kelsey",NA,NA,"Ruthie- QAR, little bit of diarrhea, no vomit so didn't give anzemet, gave cefazolin, no swelling around catheter site, not eating, FF 6cc baby food
Magic- QAR, baytril, cefazolin, catheter flushed, didn't offer food/water, seems okay but nauseated","Dancer- BAR, seemed quiet at first but got excited when i got in the cage w/ her, did fine w/ SQs, drank water, ate chicken sticks
Dasher- BAR, eats everything, drank water, did fine w/ SQs
Gemma- BAR, ate baby food, moved to one of the bigger runs
Treasure- BAR, ate a bite of sausage, FF 8cc baby food, had one small solid poop!, moved to a larger cage
Bartlet- BAR, ate wet and dry, drank water, LOTS of loose stool",NA,NA,0,NA,0,NA,"None",NA,"Toilet Paper","There were LOTS of rat droppings around the ward this morning D:
(Thanks for sweeping it up, Sara!)",NA,NA,NA,NA,NA,9,2
